Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=682c7f502e7266e963f768c6bcf933a1&SERIES_KEY=42.FM.B.ES.USD.DS.SC.ESGVTS5.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.ES.USD.DS.SC.ESGVTS5.HST
,"SPAIN SEN 5YR Credit Default Swap, provided by DataStream"
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality
2021-02-03,42.3700000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-02,42.7870000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-01,42.6950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-29,43.1610000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-28,42.9570000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-27,42.6880000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-26,42.7900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-25,42.8250000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-22,42.6010000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-21,41.9810000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-20,41.9320000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-19,41.8830000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-18,42.2450000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-15,42.3930000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-14,42.3190000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-13,41.5070000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-12,41.2380000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-11,40.5500000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-08,39.8140000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-07,41.7900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-06,42.4420000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-05,42.9900000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-04,42.5720000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-01,43.4120000,Normal value (A),Not for publication, restricted for internal use only (N)
