Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=1a35b53ab43b4fe981667ed95c8df53a&SERIES_KEY=42.FM.B.DE.USD.DS.SC.BDGVTS5.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.DE.USD.DS.SC.BDGVTS5.HST
,"GERMANY SEN 5YR Credit Default Swap, provided by DataStream"
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality
2021-02-03,11.1150000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-02,11.1780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-02-01,11.0550000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-29,11.0480000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-28,11.2030000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-27,11.1350000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-26,11.2220000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-25,10.8310000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-22,11.3600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-21,10.8820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-20,11.2040000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-19,11.0600000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-18,11.2820000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-15,10.9360000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-14,10.9280000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-13,10.9180000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-12,11.0520000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-11,10.8490000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-08,10.8780000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-07,11.0250000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-06,11.0100000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-05,10.6660000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-04,10.6950000,Normal value (A),Not for publication, restricted for internal use only (N)
2021-01-01,10.7170000,Normal value (A),Not for publication, restricted for internal use only (N)
